Ntime,Time,Closing Price,Open Price,High price,Low Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
20101026,734437,23601.24,23727.63,23727.63,23546.33,140131.2,476.3754084,48.68633104,181.3,22917.48263,23160.7312,23625.327,131.86,23590.534,657.06,2.863732764,0.00608230754,169042.6847,77.65,0.06
20101027,734438,23164.58,23543.73,23708.67,23148.18,188265.24,419.3459171,-46.28434178,560.49,22963.39496,23161.09776,23596.016,-599.15,23512.15,-42.73,-0.1841230199,-0.02882714654,130084.3452,78.06,0.06
20101028,734439,23210.86,23290.54,23290.54,23136.97,133372.54,373.5776728,-106.4196741,153.57,23010.83805,23165.83702,23531.885,-345.64,23424.426,89.16,0.3856117846,-0.02301450103,79584.90148,77.28,0.06
20101029,734440,23096.32,23177.69,23222.35,22880.68,190504.68,324.3249723,-145.4499608,341.67,23052.90459,23159.21635,23465.754,-553.16,23340.182,-361.37,-1.540518269,-0.01589560525,-61369.99468,77.05,0.06
20101101,734443,23652.94,23366.82,23656.65,23366.82,170950.88,326.4433981,17.62434935,560.33,23114.64417,23206.23765,23484.11,135.4,23345.188,-199.23,-0.8352699146,-0.004662146894,121316.5789,77.23,0.02
20101102,734444,23671.42,23608.18,23724.87,23566.88,162216.72,325.8571688,52.13895672,157.99,23174.33611,23250.54073,23474.879,43.51,23359.224,-86.21,-0.362872896,0.004854799585,306535.3009,76.72,0.02
20101103,734445,24144.67,23802.06,24163.84,23684.99,269960.92,359.436537,188.2055516,492.42,23243.71419,23335.6959,23533.696,543.43,23555.242,675.29,2.877323559,0.02050928839,410019.8545,76.39,0.02
20101104,734446,24535.63,24377.07,24550.08,24345.93,231584.36,412.8367083,279.3607612,405.41,23337.00961,23449.97534,23622.311,1371.05,23820.196,771.9,3.248227446,0.04149434924,491291.2573,75.85,0.02
20101105,734447,24876.82,24905.43,24931.85,24732.9,281514.2,477.1871934,240.8933026,396.22,23433.0923,23585.8653,23758.239,1665.96,24176.296,1320.32,5.60490735,0.05020376399,348081.7688,76.59,0.02
20101108,734450,24964.37,24838.22,24988.57,24732.52,181129.1,529.1502551,168.3906886,256.05,23533.33077,23717.15147,23891.885,1868.05,24438.582,1314.89,5.559910831,0.05460302022,320404.1785,77.03,0.02
20101109,734451,24710.6,24858.34,24963.26,24687.3,225816.96,543.5880925,117.3125153,277.07,23613.79,23811.76561,24002.821,1057.66,24646.418,1193.06,5.073064615,0.06256505305,472146.2304,77.74,0.02
20101110,734452,24500.61,24672.5,24692.54,24421.03,194542.52,531.9537133,71.49357014,289.57,23685.385,23877.36984,24136.424,829.19,24717.606,872.7,3.693513307,0.05264154648,490582.8613,77.64,0.02
20101111,734453,24700.3,24598.81,24887.58,24505.15,179574.44,532.705995,76.70900381,386.97,23755.38077,23955.74414,24285.368,555.63,24750.54,1099.06,4.65678922,0.06493767282,482577.3463,78.12,0.02
20101112,734454,24222.58,24404.91,24608.66,24187.27,209344.04,489.115948,30.48132232,513.03,23806.85231,23981.15708,24397.994,-313.05,24619.692,1058,4.567317862,0.02351690035,339617.8012,78.14,0.02
20101115,734457,24027.18,24371.77,24382.14,24002.65,166853.39,433.8027664,3.239940455,379.49,23848.50615,23985.54021,24435.418,-849.64,24432.254,816.32,3.516974382,0.0148065649,221055.3895,78.62,0.02
20101116,734458,23693.02,24009.84,24085.23,23578.87,192382.04,358.8659687,-46.45524326,506.36,23867.18731,23957.68115,24437.578,-1271.35,24228.738,596.7,2.583528458,-0.01870599184,26666.54668,79.21,0.02
20101117,734459,23214.46,23432.23,23618.24,23192.49,217139,257.8894352,-107.3909994,500.53,23870.755,23886.89818,24344.557,-1496.14,23971.508,-438.48,-1.853807603,-0.0538469972,-358397.3527,79.05,0.02
20101118,734460,23637.39,23437.8,23671.51,23327.29,171826.12,209.5758613,-91.12366629,457.05,23877.66654,23863.1355,24254.733,-863.22,23758.926,-34.03,-0.1437598589,-0.04982268634,-299147.6832,78.57,0.02
20101119,734461,23605.71,23625.31,23686.42,23252.33,190379.58,166.8078378,-94.39379831,434.09,23868.18731,23838.61878,24127.622,-1094.59,23635.552,-538.96,-2.232211084,-0.05442396503,-104349.9314,78.49,0.02
20101122,734464,23524.02,23499.63,23592.77,23419.41,164973.96,124.8826018,-91.37720354,186.3,23859.20231,23808.65699,23983.587,-698.56,23534.92,-1011.61,-4.123024353,-0.04801906874,-239503.8993,78.64,0.02
20101123,734465,22896.14,23290.28,23322.17,22871.11,217481.72,40.52473768,-128.7593157,652.91,23837.15462,23721.75061,23802.141,-1131.04,23375.544,-1980.68,-7.961950121,-0.06548694094,-521097.2507,79.71,0.02
20101124,734466,23023.86,23107.44,23166.69,22971.21,146428.82,-15.84093635,-104.5930582,270.55,23808.69808,23655.28484,23654.466,-669.16,23337.424,-1940.51,-7.773118248,-0.06787124043,-531387.1893,79.76,0.02
20101125,734467,23054.68,23110.02,23283.22,23037.86,127844.61,-57.36297797,-85.31696822,259.36,23789.39731,23598.08438,23489.904,-159.78,23220.882,-1655.92,-6.701253713,-0.04821534287,-479176.6638,79.68,0.02
20101126,734468,22877.25,22995.3,23107.67,22782.98,113401.39,-103.394743,-98.62410556,324.69,23759.69615,23529.43349,23355.371,-760.14,23075.19,-1623.36,-6.625794215,-0.04785954906,-562536.0595,80.39,0.02
20101129,734471,23166.22,22832.05,23187.75,22785.28,121155.83,-115.2294907,-77.16018808,402.47,23746.18385,23494.84173,23269.275,-439.49,23003.63,-1534.08,-6.210774768,-0.02223439646,-364250.7078,80.76,0.02
20101130,734472,23007.99,23122.4,23199.44,22844.53,171136.44,-135.8109084,-75.91462511,354.91,23722.34077,23448.47489,23200.772,-516.03,23026,-1214.59,-5.014288321,-0.008894025534,-292064.617,81.3,0.02
20101201,734473,23249.8,22973.8,23325.79,22842.12,162221.68,-131.0985616,-48.01133043,483.67,23708.82385,23429.55348,23204.306,353.66,23071.188,-777.38,-3.235419221,-0.01639732644,-130294.4026,80.7,0.002
20101202,734474,23448.78,23554.75,23575.38,23388.74,172708.52,-110.0395028,32.73309525,325.58,23719.75462,23431.38457,23185.445,424.92,23150.008,-244.24,-1.030852124,-0.006647967801,-182985.0126,80.23,0.002
20101203,734475,23320.52,23555.76,23611.04,23286.54,163826.11,-102.5177957,36.46076657,324.5,23723.97231,23420.82604,23156.926,265.84,23238.662,106.06,0.4568704161,-0.008650732315,-470510.188,79.17,0.002
20101206,734478,23237.69,23507.2,23612.25,23213.71,144827.64,-102.0639478,35.1846867,398.54,23729.40962,23403.38452,23128.293,360.44,23252.956,-399.7,-1.690965035,0.01469810467,-633380.7726,79.64,0.002
20101207,734479,23428.15,23177.4,23475.29,23101.81,139504.53,-85.35185671,28.94721932,373.48,23720.76385,23405.74313,23181.494,261.93,23336.988,-177.56,-0.7521908894,0.0172565909,-732872.0948,79.97,0.002
20101208,734480,23092.52,23362.66,23374.37,22998.34,146911.88,-98.05957045,-23.89932799,429.81,23698.49846,23375.91236,23188.36,84.53,23305.532,-431.5,-1.834295329,0.001638625841,-1018281.431,80,0.002
20101209,734481,23171.8,23167.87,23269.36,23083.16,135904.06,-100.573938,-8.987193,186.2,23661.08038,23356.47309,23200.072,-78,23250.136,275.66,1.203958396,0.01271157182,-974929.8517,80.05,0.002
20101210,734482,23162.91,23091.52,23202.29,22965.9,135197.44,-102.1069161,-29.32396362,236.39,23608.28346,23338.03851,23228.638,-285.87,23218.614,139.05,0.6039386966,-0.0001428804527,-1023338.279,80.11,0.002
20101213,734485,23317.61,23399.47,23490.18,23233.4,110857.76,-89.80361497,76.06571962,327.27,23548.31385,23336.09293,23243.777,-2.91,23234.598,262.93,1.140462587,0.0132783763,-937784.0519,79.34,0.002
20101214,734486,23431.19,23451.4,23453.42,23328.01,100593.36,-70.08036067,85.89610785,135.81,23489.34538,23345.1498,23286.097,193.5,23235.206,553.94,2.421357462,0.007741390856,-830832.0816,79.42,0.002
20101215,734487,22975.35,23371.34,23371.34,22876.88,173162.88,-90.1923368,-60.78647531,554.31,23422.605,23309.93077,23258.652,-452.8,23211.772,-190.87,-0.8239151661,-0.02018996297,-1017165.979,80.24,0.002
20101216,734488,22668.78,22949.78,22992.07,22598.96,149010.87,-129.3774767,-185.3654785,393.11,23352.15,23248.86879,23180.652,-423.74,23111.168,-339.21,-1.474313923,-0.02794706121,-1033100.376,80.02,0.002
20101217,734489,22714.85,22660.88,22732.62,22519.61,142626.74,-154.9285979,-186.0050651,213.01,23275.78654,23198.00986,23120.085,-456.95,23021.556,-534.95,-2.300880008,-0.02249965466,-8.45E+05,80.36,0.002
20101220,734492,22639.08,22708.43,22716.78,22392.67,117556.37,-179.226045,-170.5043107,324.11,23214.88269,23144.77844,23060.224,-523.83,22885.85,-809.7,-3.453058112,-0.03368042291,-7.50E+05,80.57,0.002
20101221,734493,22993.86,22711.46,23025.47,22671.61,126203.3,-167.918506,-63.37259047,386.39,23175.13962,23130.40526,23016.795,-323.75,22798.384,-326.66,-1.400740635,-0.004272379108,-5.38E+05,80.67,0.002
20101222,734494,23045.19,23039.85,23160.44,22990.69,119135.71,-153.0510209,-8.679457649,169.75,23150.22308,23122.28952,23012.062,-386,22812.352,-192.5,-0.8283955935,-0.005463969135,-634337.7232,80.67,0.002
20101223,734495,22902.97,23139.58,23151.38,22867.93,73992.96,-151.0037203,-28.60312232,283.45,23138.24269,23101.40195,22985.179,-72.38,22859.19,-525.18,-2.241662274,-0.01122225144,-687507.371,80.49,0.002
20101224,734496,22833.8,22932.5,22948.25,22776.62,53178.42,-153.1967046,-56.20897946,171.63,23107.33538,23075.91605,22952.268,165.02,22882.98,-258.72,-1.120362784,-0.02074869594,-741299.082,80.45,0.002
20101228,734500,22621.73,22553.1504,22684.83,22529.2598,103103.24,-170.0862882,-113.0146807,304.5402,23069.49,23032.66023,22882.68,-17.35,22879.51,-550.07,-2.336407645,-0.03454626077,-505811.0076,80.38,0.002
20101229,734501,22969.3,22725.3809,22981.52,22663.8,79650.32,-153.6541809,-26.7564404,359.79,23048.15462,23026.62592,22836.491,-24.56,22874.598,-193.61,-1.493763726,-0.0002633256947,-382054.555,79.76,0.002
20101230,734502,22999.34,22987.84,23111.27,22890.56,97994.34,-136.6326247,19.48967614,220.71,23052.12385,23024.02727,22838.89,-45.85,22865.428,-318.27,-1.8430562,0.01437258634,-348113.7441,79.52,0.002
20101231,734503,23035.45,23079.84,23102.05,23012.5,64310.96,-118.8590109,38.63202443,102.71,23052.56962,23025.11514,22875.557,132.48,22891.924,-395.74,0.2615846984,0.01391767906,-338762.5322,78.96,0.002
20110103,734506,23436.05,23135.64,23443.53,23057.52,106692.99,-71.62260108,132.2095289,408.08,23067.23769,23064.2518,22947.677,533.08,23012.374,460.7,2.005192522,0.03400615718,-356324.7761,79.17,0.005
20110104,734507,23668.48,23477.31,23695.61,23408.09,133069.34,-15.25638141,210.5621813,287.52,23097.66962,23121.79734,23050.617,834.68,23221.724,999.7,4.410030006,0.02850288654,-212679.7924,79.43,0.005
20110105,734508,23757.82,23650.18,23773.98,23579.74,127776.81,36.20588621,188.5109857,194.24,23120.42346,23182.37093,23127.013,924.02,23379.428,1042.97,4.591577756,0.02999559724,-234440.7142,80.23,0.005
20110106,734509,23786.3,23861.22,23861.22,23698.38,114768.9,78.3846328,157.3850746,162.84,23150.35846,23239.88798,23201.124,1164.57,23536.82,1147.22,5.067432069,0.03713608253,-189183.9748,80.84,0.005
20110107,734510,23686.63,23744.03,23880.77,23654.04,128734.59,102.586504,115.594727,226.73,23167.15962,23282.43484,23279.49,717.33,23667.056,692.77,3.012847778,0.0360046997,-103012.4398,81.14,0.005
20110110,734513,23527.26,23715.47,23783.83,23481.8,108709.07,107.6657306,73.23802115,302.03,23170.17808,23305.75152,23348.836,527.92,23685.298,482.07,2.091846498,0.03848854478,-72815.77929,80.88,0.005
20110111,734514,23760.34,23606.76,23855.83,23512.22,117181.52,129.0114982,80.76496577,343.61,23187.09423,23349.04566,23462.697,724.89,23703.67,857.37,3.74348829,0.03329245289,-114101.9728,80.83,0.005
20110112,734515,24125.61,23951.99,24168.36,23857.17,159287.62,173.4035212,119.4584843,408.02,23221.245,23423.00417,23578.328,457.13,23777.228,1291.81,5.657446417,0.04668358645,80309.73751,80.02,0.005
20110113,734516,24238.98,24347.34,24378.81,24208.45,232323.2,215.2512484,132.902613,253.2,23252.43077,23500.71616,23702.292,481.16,23867.764,1617.25,6.153947219,0.0496526669,-70331.31008,79.16,0.005
20110114,734517,24283.23,24273.62,24347.26,24187.9,153163.08,249.1148381,119.5936347,159.36,23298.22731,23575.24128,23827.07,496.93,23987.084,1313.93,7.344707942,0.03488745113,-101924.7601,79.07,0.005
20110117,734520,24156.97,24276.47,24364.07,24098.03,120906.6,262.7352022,102.8234263,266.04,23336.11846,23630.64402,23899.162,470.34,24113.026,1157.63,5.170684348,0.02022149301,-120892.8343,79.34,0.005
20110118,734521,24153.98,24149.44,24382.01,24104.34,128650.37,270.1737758,94.03333116,277.67,23374.23654,23680.48554,23947.712,626.72,24191.754,1118.53,5.020317974,0.01640143778,-102578.5933,78.97,0.005
20110119,734522,24419.62,24321.25,24434.4,24243.88,135674.49,294.1134699,105.2554604,280.42,23416.62154,23750.8793,24013.892,659.28,24250.556,983.57,6.008868939,0.02593488351,106151.4585,78.56,0.005
20110120,734523,24003.7,24248.32,24248.32,23963.86,153122.73,276.3391167,35.0701369,455.76,23438.64115,23774.95746,24035.632,-121.91,24203.5,335.22,1.416314018,0.01320921358,80989.16259,78.83,0.005
20110121,734524,23876.86,23913.19,24130.16,23840.29,133521.64,249.145887,-4.770509625,289.87,23473.31462,23784.66246,24054.655,-362.12,24122.226,119.04,0.5010560733,0.01464179126,28117.51536,78.11,0.005
20110124,734527,23801.78,23970.3,23970.3,23751.72,120191.25,219.012093,-42.6134961,218.58,23516.89154,23786.29271,24082.107,-481.45,24051.188,15.48,0.06507947852,0.001741046258,-39393.48707,78.04,0.005
20110125,734528,23788.83,23891.68,23999.11,23769.46,103888.7,191.8740823,-44.55317466,229.65,23558.19846,23786.53435,24084.956,-368.14,23978.158,102.2,0.4314670344,-0.01395943978,-186637.8722,77.93,0.005
20110126,734529,23843.24,23802.88,23976.37,23662.18,131821.51,172.7659078,-54.27228513,314.19,23604.51231,23791.93489,24056.719,-310.74,23862.882,315.98,1.343037821,-0.0163265946,-173452.2109,77.7,0.005
20110127,734530,23779.62,23771.12,24023.68,23734.7,158515.95,150.7511738,-52.60413419,288.98,23634.73385,23790.76204,24010.783,-640,23818.066,19.28,0.08114362,-0.02073900383,-107024.0017,77.72,0.005
20110128,734531,23617.02,23763.74,23763.74,23580.42,150189.06,118.8142606,-119.6347492,199.2,23656.72731,23774.21518,23944.162,-386.68,23766.098,-508.59,-2.108091775,-0.02235172706,-196646.1411,78.15,0.005
20110131,734534,23447.34,23314.69,23520.54,23285.6,196280,78.90272738,-173.6781523,331.42,23677.66462,23743.08421,23873.199,-429.52,23695.21,-791.64,-3.265979014,-0.02925563406,-131274.7791,77.75,0.005
20110201,734535,23482.95,23451.62,23552.23,23422.72,136260.57,49.57451496,-125.8510282,129.51,23702.63192,23718.30953,23806.096,-318.83,23634.034,-800.28,-3.29560771,-0.03835727173,-159460.6549,77,0.01
20110202,734536,23908.96,23700.16,23922.74,23671.51,108749.79,60.01532273,-24.44752098,439.79,23752.14077,23736.46671,23755.03,107.18,23647.178,-248.01,-1.541269428,-0.003946891521,-74183.4684,77.08,0.01
20110207,734541,23553.59,23853.63,23981.74,23530.8,148097.96,39.16290349,-60.88780482,450.94,23774.61346,23719.04988,23710.019,-248.19,23601.972,-600.39,-3.004707364,-0.01353904994,-140843.7788,78.05,0.01
20110208,734542,23484.3,23613.49,23616.83,23396.17,168318.8,16.85182968,-110.2463339,220.66,23793.26577,23696.69275,23670.763,-317.48,23575.428,-935.32,-3.290048317,-0.01333849821,-322422.72,77.99,0.01
20110209,734543,23164.03,23535.41,23591.5,23128.72,226554.52,-26.36900398,-143.0589305,462.78,23798.21115,23645.96297,23606.988,-624.8,23518.766,-839.67,-4.11036649,-0.02626442746,-592709.1135,77.59,0.01
20110210,734544,22708.62,23035.64,23069.42,22668.02,250194.26,-96.25998187,-224.8354128,496.01,23770.23308,23556.69221,23498.967,-1134.62,23363.9,-1168.24,-5.983941363,-0.04758665349,-867350.7874,78.2,0.01
20110211,734545,22828.92,22752.55,22861.53,22446.67,197313,-140.3243095,-187.9985954,414.86,23737.94231,23487.38057,23397.535,-950.7,23147.892,-972.86,-6.514024379,-0.03997961279,-778224.9083,78.42,0.01
20110214,734548,23121.06,22920.29,23187.82,22899.58,162369.55,-149.9438903,-91.57802591,358.9,23713.45154,23452.4929,23331.679,-495.96,23061.386,-667.77,-3.67709978,-0.02100010924,-632537.3749,78.58,0.01
20110215,734549,22899.78,23037.03,23104.98,22881.16,0,-173.4238024,-94.81476598,239.9,23679.35462,23399.85357,23259.955,-547.56,22944.482,-943.46,-4.092162872,-0.02335275558,-564795.316,78.59,0.01
20110216,734550,23156.97,23015.39,23183.28,22809.01,128927.52,-169.3268241,-64.46261812,374.27,23658.98308,23376.7218,23230.918,-325.98,22943.07,-622.65,-2.709083102,-0.01388156088,-568399.697,78.23,0.01
20110217,734551,23301.84,23173.48,23320.43,23079.47,144711.64,-152.6307092,-20.03281928,240.96,23650.31308,23369.5902,23212.807,137.81,23061.714,-315.18,-2.047137249,-0.02539299074,-580181.6382,77.97,0.01
20110218,734552,23595.24,23342.67,23614.61,23316.3,214190.66,-114.4051981,48.86682517,312.77,23643.96308,23391.08066,23181.435,886.62,23214.978,147.9,-1.040127097,0.001765186538,-251060.3131,77.62,0.01
20110221,734555,23485.42,23500.11,23585.63,23444.77,122604.74,-91.91324258,52.43595923,150.47,23619.34038,23400.06536,23174.618,656.5,23287.85,2.47,-1.237193866,4.77E-05,-273082.8123,77.69,0.01
20110222,734556,22990.81,23170.52,23170.52,22938.13,173618.04,-112.6999642,-54.61982586,547.29,23571.33385,23361.08866,23125.269,-130.25,23306.056,-918.15,-2.651519963,-0.007477973392,-353034.8482,77.82,0.01
20110223,734557,22906.9,22983.37,23055.47,22837.09,128720.73,-134.3952023,-68.10952199,218.38,23518.39808,23317.8326,23099.556,7.12,23256.042,-646.69,-2.30490964,0.008655907172,-400212.3905,77.38,0.01
20110224,734558,22601.04,22856.78,23036.93,22575.99,150622.74,-174.260415,-102.6619193,460.94,23458.55462,23249.56663,23088.798,-555.93,23115.882,-883.26,-3.75553327,-0.009982075368,-553833.2747,77.1,0.01
20110225,734559,23012.37,22727.04,23091.32,22712.96,140348.88,-170.6953206,-45.35802103,490.28,23414.64654,23226.97648,23107.143,-289.47,22999.308,-151.66,-0.6547219979,-0.004700909041,-316315.7978,77.25,0.01
20110228,734562,23338.02,22900.15,23388.32,22886.37,178274.12,-139.9791318,44.6084003,501.95,23373.04654,23237.55205,23128.839,-257.22,22969.828,629.4,2.771634736,0.0187779426,-144065.9893,76.9,0.01
20110301,734563,23396.42,23317.96,23478.7,23244.11,180251.16,-109.6598485,95.93590648,234.59,23349.68962,23252.68233,23178.503,-89,23050.95,567.5,2.485881943,0.01023447177,8884.672732,77.02,0.01
20110302,734564,23048.66,23114.43,23114.43,22915.65,149198.51,-112.3972778,-22.48307192,480.77,23317.83577,23233.25163,23167.672,57.85,23079.302,-72.4,-0.3131344324,-0.01086523639,6046.734509,76.65,0.01
20110303,734565,23122.42,23102.83,23329.38,23097.15,164336.05,-107.3771182,21.33614398,280.72,23291.70654,23222.69624,23149.73,215.52,23183.578,222.64,0.9722364145,-0.02003878748,2976.035034,76.46,0.01
20110304,734566,23408.86,23406.77,23506.67,23374.6,185506.04,-79.37035923,94.33155046,384.25,23277.09231,23240.42612,23131.092,807.82,23262.876,251.89,1.087750254,-0.003259894862,1249.100739,76.38,0.01
20110307,734569,23313.19,23257.14,23491.71,23229.07,132112.02,-64.1550312,57.22771717,262.64,23256.70577,23247.35602,23113.869,300.82,23257.91,11.35,0.04870859984,0.01382822342,149646.8072,76.48,0.01
20110308,734570,23711.7,23401.49,23731.89,23307.7,178272.6,-19.71310717,117.1616258,424.19,23254.09346,23291.57925,23185.958,373.68,23320.966,116.46,0.4935741277,0.0339410502,169195.407,76.78,0.01
20110309,734571,23810.11,23863.93,23934.07,23775.7,202849.54,23.18108525,153.351457,222.37,23261.52,23340.96313,23276.279,413.69,23473.256,324.69,1.382517324,0.0507796898,67296.56688,76.69,0.01
20110310,734572,23614.89,23818.64,23818.64,23564.95,140605.87,40.95036893,99.94987432,253.69,23267.96423,23367.05141,23377.664,566.23,23571.75,624.08,2.714475915,0.02551441061,-136013.5545,77.26,0.01
20110311,734573,23249.78,23437.5,23514.73,23105.99,167101.84,25.27991747,9.177721974,508.9,23258.99615,23355.8827,23401.405,127.36,23539.934,342.88,1.496841563,-0.003780954854,-114218.2908,76.71,0.01
20110314,734576,23345.88,23207.15,23345.88,23078.94,120115.72,20.38050487,-4.344281113,266.94,23237.33923,23354.93006,23402.191,-62.98,23546.472,744.84,3.295600556,-0.002160159546,46752.17832,76.36,0.01
20110315,734577,22678.25,23110.71,23110.71,22253.47,296902.12,-36.94855634,-152.6041703,1092.41,23203.67231,23290.48434,23330.374,-634.94,23339.782,-334.12,-1.451914775,-0.01607078242,78780.68478,76.35,0.01
20110316,734578,22700.88,22814.5,22814.5,22541.55,177500.7,-79.63817915,-147.7998,272.95,23173.54077,23234.33155,23295.596,-1010.82,23117.936,-637.14,-2.73005165,-0.01823079072,208725.9535,76.18,0.01
20110317,734579,22284.43,22237.24,22393.98,22123.26,170052.28,-145.3979899,-201.228059,577.62,23139.71,23143.86473,23211.797,-1525.68,22851.844,-1111.99,-4.752821158,-0.04803437673,202045.667,75.99,0.01
20110318,734580,22300.23,22387.98,22464.35,22273.7,202499.4,-194.0018531,-137.4446244,190.65,23124.00269,23063.51857,23100.934,-1314.66,22661.934,-748.43,-3.247173588,-0.04345008126,-4254.724691,75.56,0.01
20110321,734583,22685.22,22401.06,22711.84,22395.3,174494.16,-199.1595025,-78.27892276,411.61,23118.47577,23027.49013,23038.137,-564.56,22529.802,-437.2,-1.890805547,-0.04329002138,152389.8084,75.45,0.01
20110322,734584,22857.9,22732.95,22880.59,22654.22,145041.27,-187.1557293,-41.69519782,226.37,23108.35423,23011.33869,22952.757,-487.98,22565.732,-550.96,-2.35363875,-0.0399918354,183677.4948,75.47,0.01
20110323,734585,22825.4,22797.94,22849.23,22714.86,138328.01,-178.2108274,-36.66440896,143.04,23105.49346,22993.63025,22854.286,147.15,22590.636,-487.79,-2.092334854,-0.03343187286,134858.1023,75.9,0.01
20110324,734586,22915.28,23005.49,23050.87,22890.83,184843,-162.0019063,-8.770612614,225.47,23096.19769,22986.16832,22784.325,214.4,22716.806,-796.42,-3.358763817,-0.01438723291,-150681.3584,75.7,0.01
20110325,734587,23158.67,23135.38,23179.26,23068.09,269638.72,-128.040707,23.65309761,263.98,23090.69115,23002.59705,22775.214,874.24,22888.494,-651.44,-2.73598064,-0.008018973798,-81406.12901,76.14,0.01
20110328,734590,23068.19,23114.07,23261.68,22952.43,198909.2,-107.1915543,25.1095257,309.25,23070.42,23008.844,22747.445,767.96,22965.088,-546.7,-2.315064775,0.01690379696,23344.84625,76.21,0.01
20110329,734591,23060.36,22997.35,23137.15,22965.34,135292.64,-90.25980716,33.33967069,171.81,23054.07154,23013.75028,22785.656,375.14,23005.58,-189.42,-0.8147173866,0.01558865516,118036.4491,76.17,0.01
20110330,734592,23451.43,23192.79,23505.11,23180.92,204397.12,-44.76912431,116.5058318,444.75,23071.78769,23055.43407,22860.711,593.53,23130.786,105.55,0.4521140347,0.04976242387,364674.1627,76.09,0.01
20110331,734593,23527.52,23618.06,23618.06,23450.46,233883.4,-2.548228926,139.7455443,167.6,23095.65769,23100.39463,22985.02,702.12,23253.234,849.27,3.744865675,0.05216401899,132486.5627,75.98,0.01
20110401,734594,23801.9,23664.48,23827.21,23474.34,219068.26,52.44772306,153.8916165,352.87,23141.84462,23167.20467,23135.187,886.62,23381.88,1101.02,4.850120348,0.04691558237,62284.18667,75.82,0.01
20110404,734597,24150.58,23917.01,24164.37,23917.01,206854.6,122.7529536,176.791392,362.47,23185.62192,23260.85946,23281.723,1235.3,23598.358,1866.15,6.386096046,0.05352583665,197320.8537,75.92,0.01
20110406,734599,24285.05,24182.83,24322.26,24102.6,211340.28,187.1634566,158.6756032,219.66,23222.04615,23358.40142,23424.438,1126.38,23843.296,1984.82,8.977658392,0.06010487934,345034.2827,75.55,0.01
20110407,734600,24281.8,24317.82,24368.76,24195.61,158971.97,235.2353498,132.9502336,173.15,23256.09923,23446.34414,23570.078,1213.61,24009.37,1596.58,8.885872478,0.0562775412,298100.9698,75.57,0.01
20110408,734601,24396.07,24306.44,24468.64,24251.74,159608.41,279.3333248,121.3496848,216.9,23307.92269,23536.79422,23718.157,1335.71,24183.08,1538.17,7.541694548,0.05072128421,361120.6348,74.85,0.01
20110411,734604,24303.07,24394.99,24466.47,24250.05,150679.71,303.2809312,99.50259498,216.42,23353.33231,23609.77287,23832.597,851.64,24283.314,1477.67,6.32240932,0.05081168758,268928.463,75.06,0.01
20110412,734605,23976.37,24142.55,24142.55,23916.55,160920.65,292.5255694,48.9906521,386.52,23375.15962,23644.68688,23923.415,448.85,24248.472,1061.09,5.042496517,0.03820469904,20231.25195,74.87,0.01
20110413,734606,24135.03,23981.05,24200.32,23842.29,159854.14,293.4220174,46.97361707,358.03,23406.76885,23691.38622,24030.882,333.13,24218.468,976.36,5.322867536,0.02832397557,157916.4293,74.99,0.01
20110414,734607,24014,23951.88,24070.76,23912.27,121904.82,281.1257072,30.79340022,222.76,23418.39577,23722.11135,24087.139,-271.05,24164.908,945.81,3.693346811,0.02025818273,318623.8857,74.71,0.01
20110415,734608,24008.07,24086.55,24236.54,23902.03,128055.05,267.8150858,32.10692592,334.51,23426.00962,23749.3455,24135.194,-273.73,24087.308,947.71,4.074355205,0.00858752911,365324.6936,74.83,0.01
20110418,734611,23830.31,23977.87,24145.43,23769.48,128080.77,240.1542275,-3.190805166,375.95,23434.295,23757.05641,24138.035,-565.76,23992.756,378.88,3.338846401,-0.01326137923,2.53E+05,75.49,0.01
20110419,734612,23520.62,23654.86,23654.86,23468.2,146187.87,191.0411992,-111.2748861,362.11,23444.71192,23734.53865,24075.039,-782.45,23901.606,-6.9,0.2950353134,-0.03147739041,2.97E+05,75.07,0.01
20110420,734613,23896.1,23709.29,23904.77,23682.79,123645.22,180.3380437,-53.95042814,384.15,23465.87423,23749.92545,24036.144,-80.27,23853.82,94.2,1.566590954,-0.01588432489,4.75E+05,74.35,0.01
20110421,734614,24138.31,24090.55,24185.49,24031.42,151500.25,189.2188417,30.42402635,289.39,23522.03038,23786.91445,24021.795,3.28,23878.682,-12.27,1.413374563,-0.01056563619,4.93E+05,74.11,0.01
20110426,734619,24007.38,23964.62,24070.03,23844.3,113625.92,183.5758333,-36.26018542,294.01,23572.28038,23807.91117,23982.926,177.07,23878.544,-277.67,-1.593248421,-0.01216677564,6.07E+05,73.76,0.01
20110427,734620,23892.84,24193.28,24260.77,23825.13,124510.27,167.9255466,-25.05900081,435.64,23634.14231,23815.99963,23941.903,372.22,23891.05,-388.96,-1.687976046,-0.003483846804,3.65E+05,73.38,0.01
20110428,734621,23805.63,24103.03,24132.05,23761.13,157058.08,146.7933214,-56.7438244,370.92,23692.04231,23815.01205,23924.829,-90.47,23948.052,-590.44,-0.712117806,-0.01364821175,1.59E+05,73.11,0.01
